id,Planting,ft,Start_Date,End_Date,censored
RIJC_001,POP,45,2012-03-22,2012-05-06,0
RIJC_002,POP,51,2012-03-22,2012-05-12,0
RIJC_003,POP,38,2012-03-22,2012-04-29,0
RIJC_004,POP,53,2012-03-22,2012-05-14,0
RIJC_005,POP,40,2012-03-22,2012-05-01,0
RIJC_006,POP,37,2012-03-22,2012-04-28,0
RIJC_007,POP,50,2012-03-22,2012-05-11,0
RIJC_008,POP,39,2012-03-22,2012-04-30,0
RIJC_009,POP,51,2012-03-22,2012-05-12,0
RIJC_011,POP,55,2012-03-22,2012-05-16,0
RIJC_012,POP,40,2012-03-22,2012-05-01,0
RIJC_013,POP,38,2012-03-22,2012-04-29,0
RIJC_014,POP,41,2012-03-22,2012-05-02,0
RIJC_015,POP,38,2012-03-22,2012-04-29,0
RIJC_016,POP,55,2012-03-22,2012-05-16,0
RIJC_017,POP,49,2012-03-22,2012-05-10,0
RIJC_018,POP,41,2012-03-22,2012-05-02,0
RIJC_019,POP,41,2012-03-22,2012-05-02,0
RIJC_020,POP,40,2012-03-22,2012-05-01,0
RIJC_021,POP,40,2012-03-22,2012-05-01,0
RIJC_022,POP,49,2012-03-22,2012-05-10,0
RIJC_024,POP,51,2012-03-22,2012-05-12,0
RIJC_025,POP,48,2012-03-22,2012-05-09,0
RIJC_026,POP,53,2012-03-22,2012-05-14,0
RIJC_027,POP,46,2012-03-22,2012-05-07,0
RIJC_029,POP,38,2012-03-22,2012-04-29,0
RIJC_030,POP,50,2012-03-22,2012-05-11,0
RIJC_031,POP,50,2012-03-22,2012-05-11,0
RIJC_032,POP,50,2012-03-22,2012-05-11,0
RIJC_045,POP,40,2012-03-22,2012-05-01,0
RIJC_046,POP,49,2012-03-22,2012-05-10,0
RIJC_047,POP,38,2012-03-22,2012-04-29,0
RIJC_048,POP,49,2012-03-22,2012-05-10,0
RIJC_049,POP,41,2012-03-22,2012-05-02,0
RIJC_059,POP,47,2012-03-22,2012-05-08,0
RIJC_061,POP,44,2012-03-22,2012-05-05,0
RIJC_062,POP,41,2012-03-22,2012-05-02,0
RIJC_064,POP,42,2012-03-22,2012-05-03,0
RIJC_065,POP,49,2012-03-22,2012-05-10,0
RIJC_066,POP,40,2012-03-22,2012-05-01,0
RIJC_067,POP,48,2012-03-22,2012-05-09,0
RIJC_069,POP,48,2012-03-22,2012-05-09,0
RIJC_070,POP,49,2012-03-22,2012-05-10,0
RIJC_071,POP,40,2012-03-22,2012-05-01,0
RIJC_072,POP,51,2012-03-22,2012-05-12,0
RIJC_073,POP,45,2012-03-22,2012-05-06,0
RIJC_074,POP,40,2012-03-22,2012-05-01,0
RIJC_075,POP,51,2012-03-22,2012-05-12,0
RIJC_076,POP,49,2012-03-22,2012-05-10,0
RIJC_078,POP,38,2012-03-22,2012-04-29,0
RIJC_079,POP,46,2012-03-22,2012-05-07,0
RIJC_080,POP,39,2012-03-22,2012-04-30,0
RIJC_081,POP,47,2012-03-22,2012-05-08,0
RIJC_082,POP,46,2012-03-22,2012-05-07,0
RIJC_129,POP,47,2012-03-22,2012-05-08,0
RIJC_130,POP,43,2012-03-22,2012-05-04,0
RIJC_131,POP,40,2012-03-22,2012-05-01,0
RIJC_133,POP,50,2012-03-22,2012-05-11,0
RIJC_135,POP,53,2012-03-22,2012-05-14,0
RIJC_136,POP,48,2012-03-22,2012-05-09,0
RIJC_137,POP,38,2012-03-22,2012-04-29,0
RIJC_138,POP,47,2012-03-22,2012-05-08,0
RIJC_139,POP,47,2012-03-22,2012-05-08,0
RIJC_140,POP,39,2012-03-22,2012-04-30,0
RIJC_141,POP,50,2012-03-22,2012-05-11,0
RIJC_142,POP,55,2012-03-22,2012-05-16,0
RIJC_144,POP,51,2012-03-22,2012-05-12,0
RIJC_145,POP,51,2012-03-22,2012-05-12,0
RIJC_146,POP,48,2012-03-22,2012-05-09,0
RIJC_147,POP,51,2012-03-22,2012-05-12,0
RIJC_148,POP,41,2012-03-22,2012-05-02,0
RIJC_151,POP,49,2012-03-22,2012-05-10,0
RIJC_201,POP,42,2012-03-22,2012-05-03,0
RIJC_202,POP,54,2012-03-22,2012-05-15,0
RIJC_203,POP,47,2012-03-22,2012-05-08,0
RIJC_204,POP,49,2012-03-22,2012-05-10,0
RIJC_205,POP,45,2012-03-22,2012-05-06,0
RIJC_206,POP,46,2012-03-22,2012-05-07,0
RIJC_207,POP,45,2012-03-22,2012-05-06,0
RIJC_208,POP,50,2012-03-22,2012-05-11,0
RIJC_210,POP,50,2012-03-22,2012-05-11,0
RIJC_214,POP,44,2012-03-22,2012-05-05,0
RIJC_217,POP,39,2012-03-22,2012-04-30,0
RIJC_218,POP,46,2012-03-22,2012-05-07,0
RIJC_219,POP,50,2012-03-22,2012-05-11,0
RIJC_220,POP,50,2012-03-22,2012-05-11,0
RIJC_221,POP,54,2012-03-22,2012-05-15,0
RIJC_223,POP,38,2012-03-22,2012-04-29,0
RIJC_224,POP,44,2012-03-22,2012-05-05,0
RIJC_229,POP,47,2012-03-22,2012-05-08,0
RIJC_230,POP,50,2012-03-22,2012-05-11,0
RIJC_231,POP,46,2012-03-22,2012-05-07,0
RIJC_232,POP,53,2012-03-22,2012-05-14,0
RIJC_233,POP,39,2012-03-22,2012-04-30,0
RIJC_235,POP,51,2012-03-22,2012-05-12,0
RIJC_236,POP,50,2012-03-22,2012-05-11,0
RIJC_237,POP,49,2012-03-22,2012-05-10,0
RIJC_238,POP,46,2012-03-22,2012-05-07,0
RIJC_242,POP,54,2012-03-22,2012-05-15,0
RIJC_243,POP,50,2012-03-22,2012-05-11,0
RIJC_244,POP,37,2012-03-22,2012-04-28,0
RIJC_245,POP,42,2012-03-22,2012-05-03,0
RIJC_247,POP,43,2012-03-22,2012-05-04,0
RIJC_248,POP,40,2012-03-22,2012-05-01,0
RIJC_249,POP,51,2012-03-22,2012-05-12,0
RIJC_250,POP,37,2012-03-22,2012-04-28,0
RIJC_251,POP,42,2012-03-22,2012-05-03,0
RIJC_252,POP,42,2012-03-22,2012-05-03,0
RIJC_253,POP,40,2012-03-22,2012-05-01,0
RIJC_254,POP,39,2012-03-22,2012-04-30,0
RIJC_255,POP,44,2012-03-22,2012-05-05,0
RIJC_256,POP,49,2012-03-22,2012-05-10,0
RIJC_257,POP,37,2012-03-22,2012-04-28,0
RIJC_259,POP,51,2012-03-22,2012-05-12,0
RIJC_261,POP,43,2012-03-22,2012-05-04,0
RIJC_262,POP,54,2012-03-22,2012-05-15,0
RIJC_264,POP,52,2012-03-22,2012-05-13,0
RIJC_301,POP,49,2012-03-22,2012-05-10,0
RIJC_302,POP,46,2012-03-22,2012-05-07,0
RIJC_303,POP,50,2012-03-22,2012-05-11,0
RIJC_305,POP,53,2012-03-22,2012-05-14,0
RIJC_306,POP,45,2012-03-22,2012-05-06,0
RIJC_307,POP,51,2012-03-22,2012-05-12,0
RIJC_311,POP,38,2012-03-22,2012-04-29,0
RIJC_312,POP,48,2012-03-22,2012-05-09,0
RIJC_313,POP,39,2012-03-22,2012-04-30,0
RIJC_314,POP,45,2012-03-22,2012-05-06,0
RIJC_316,POP,39,2012-03-22,2012-04-30,0
RIJC_317,POP,51,2012-03-22,2012-05-12,0
RIJC_318,POP,51,2012-03-22,2012-05-12,0
RIJC_319,POP,51,2012-03-22,2012-05-12,0
RIJC_320,POP,52,2012-03-22,2012-05-13,0
RIJC_321,POP,55,2012-03-22,2012-05-16,0
RIJC_322,POP,39,2012-03-22,2012-04-30,0
RIJC_326,POP,43,2012-03-22,2012-05-04,0
RIJC_327,POP,38,2012-03-22,2012-04-29,0
RIJC_334,POP,51,2012-03-22,2012-05-12,0
RIJC_335,POP,37,2012-03-22,2012-04-28,0
RIJC_337,POP,47,2012-03-22,2012-05-08,0
RIJC_339,POP,51,2012-03-22,2012-05-12,0
RIJC_341,POP,52,2012-03-22,2012-05-13,0
RIJC_342,POP,50,2012-03-22,2012-05-11,0
RIJC_344,POP,49,2012-03-22,2012-05-10,0
RIJC_346,POP,47,2012-03-22,2012-05-08,0
RIJC_347,POP,51,2012-03-22,2012-05-12,0
RIJC_348,POP,38,2012-03-22,2012-04-29,0
RIJC_349,POP,50,2012-03-22,2012-05-11,0
RIJC_350,POP,50,2012-03-22,2012-05-11,0
RIJC_351,POP,50,2012-03-22,2012-05-11,0
RIJC_352,POP,46,2012-03-22,2012-05-07,0
RIJC_353,POP,49,2012-03-22,2012-05-10,0
RIJC_354,POP,40,2012-03-22,2012-05-01,0
RIJC_355,POP,48,2012-03-22,2012-05-09,0
RIJC_356,POP,47,2012-03-22,2012-05-08,0
RIJC_357,POP,53,2012-03-22,2012-05-14,0
RIJC_358,POP,52,2012-03-22,2012-05-13,0
RIJC_360,POP,49,2012-03-22,2012-05-10,0
RIJC_361,POP,50,2012-03-22,2012-05-11,0
RIJC_362,POP,51,2012-03-22,2012-05-12,0
RIJC_363,POP,40,2012-03-22,2012-05-01,0
RIJC_364,POP,39,2012-03-22,2012-04-30,0
RIJC_366,POP,40,2012-03-22,2012-05-01,0
RIJC_367,POP,38,2012-03-22,2012-04-29,0
RIJC_368,POP,41,2012-03-22,2012-05-02,0
RIJC_369,POP,43,2012-03-22,2012-05-04,0
RIJC_370,POP,50,2012-03-22,2012-05-11,0
RIJC_371,POP,50,2012-03-22,2012-05-11,0
RIJC_372,POP,41,2012-03-22,2012-05-02,0
RIJC_373,POP,49,2012-03-22,2012-05-10,0
RIJC_374,POP,40,2012-03-22,2012-05-01,0
RIJC_375,POP,47,2012-03-22,2012-05-08,0
RIJC_001,PR,38,2012-02-06,2012-03-15,0
RIJC_002,PR,38,2012-02-06,2012-03-15,0
RIJC_003,PR,30,2012-02-06,2012-03-07,0
RIJC_004,PR,40,2012-02-06,2012-03-17,0
RIJC_005,PR,33,2012-02-06,2012-03-10,0
RIJC_006,PR,31,2012-02-06,2012-03-08,0
RIJC_007,PR,39,2012-02-06,2012-03-16,0
RIJC_008,PR,30,2012-02-06,2012-03-07,0
RIJC_009,PR,37,2012-02-06,2012-03-14,0
RIJC_013,PR,32,2012-02-06,2012-03-09,0
RIJC_014,PR,34,2012-02-06,2012-03-11,0
RIJC_015,PR,32,2012-02-06,2012-03-09,0
RIJC_016,PR,41,2012-02-06,2012-03-18,0
RIJC_017,PR,38,2012-02-06,2012-03-15,0
RIJC_020,PR,33,2012-02-06,2012-03-10,0
RIJC_021,PR,33,2012-02-06,2012-03-10,0
RIJC_022,PR,42,2012-02-06,2012-03-19,0
RIJC_025,PR,37,2012-02-06,2012-03-14,0
RIJC_027,PR,34,2012-02-06,2012-03-11,0
RIJC_029,PR,31,2012-02-06,2012-03-08,0
RIJC_032,PR,39,2012-02-06,2012-03-16,0
RIJC_045,PR,35,2012-02-06,2012-03-12,0
RIJC_046,PR,37,2012-02-06,2012-03-14,0
RIJC_047,PR,30,2012-02-06,2012-03-07,0
RIJC_048,PR,41,2012-02-06,2012-03-18,0
RIJC_049,PR,34,2012-02-06,2012-03-11,0
RIJC_059,PR,38,2012-02-06,2012-03-15,0
RIJC_061,PR,41,2012-02-06,2012-03-18,0
RIJC_065,PR,37,2012-02-06,2012-03-14,0
RIJC_066,PR,33,2012-02-06,2012-03-10,0
RIJC_067,PR,37,2012-02-06,2012-03-14,0
RIJC_069,PR,36,2012-02-06,2012-03-13,0
RIJC_070,PR,36,2012-02-06,2012-03-13,0
RIJC_071,PR,35,2012-02-06,2012-03-12,0
RIJC_073,PR,37,2012-02-06,2012-03-14,0
RIJC_074,PR,33,2012-02-06,2012-03-10,0
RIJC_075,PR,45,2012-02-06,2012-03-22,0
RIJC_076,PR,38,2012-02-06,2012-03-15,0
RIJC_078,PR,30,2012-02-06,2012-03-07,0
RIJC_079,PR,41,2012-02-06,2012-03-18,0
RIJC_080,PR,29,2012-02-06,2012-03-06,0
RIJC_081,PR,36,2012-02-06,2012-03-13,0
RIJC_082,PR,38,2012-02-06,2012-03-15,0
RIJC_129,PR,36,2012-02-06,2012-03-13,0
RIJC_130,PR,37,2012-02-06,2012-03-14,0
RIJC_131,PR,30,2012-02-06,2012-03-07,0
RIJC_135,PR,40,2012-02-06,2012-03-17,0
RIJC_136,PR,37,2012-02-06,2012-03-14,0
RIJC_137,PR,33,2012-02-06,2012-03-10,0
RIJC_138,PR,36,2012-02-06,2012-03-13,0
RIJC_139,PR,39,2012-02-06,2012-03-16,0
RIJC_140,PR,32,2012-02-06,2012-03-09,0
RIJC_141,PR,40,2012-02-06,2012-03-17,0
RIJC_142,PR,43,2012-02-06,2012-03-20,0
RIJC_145,PR,39,2012-02-06,2012-03-16,0
RIJC_147,PR,40,2012-02-06,2012-03-17,0
RIJC_148,PR,36,2012-02-06,2012-03-13,0
RIJC_149,PR,40,2012-02-06,2012-03-17,0
RIJC_151,PR,41,2012-02-06,2012-03-18,0
RIJC_201,PR,32,2012-02-06,2012-03-09,0
RIJC_202,PR,42,2012-02-06,2012-03-19,0
RIJC_203,PR,36,2012-02-06,2012-03-13,0
RIJC_204,PR,37,2012-02-06,2012-03-14,0
RIJC_205,PR,36,2012-02-06,2012-03-13,0
RIJC_206,PR,37,2012-02-06,2012-03-14,0
RIJC_207,PR,37,2012-02-06,2012-03-14,0
RIJC_208,PR,42,2012-02-06,2012-03-19,0
RIJC_209,PR,42,2012-02-06,2012-03-19,0
RIJC_210,PR,38,2012-02-06,2012-03-15,0
RIJC_212,PR,36,2012-02-06,2012-03-13,0
RIJC_213,PR,32,2012-02-06,2012-03-09,0
RIJC_214,PR,34,2012-02-06,2012-03-11,0
RIJC_216,PR,36,2012-02-06,2012-03-13,0
RIJC_217,PR,30,2012-02-06,2012-03-07,0
RIJC_218,PR,37,2012-02-06,2012-03-14,0
RIJC_219,PR,41,2012-02-06,2012-03-18,0
RIJC_220,PR,37,2012-02-06,2012-03-14,0
RIJC_223,PR,33,2012-02-06,2012-03-10,0
RIJC_224,PR,36,2012-02-06,2012-03-13,0
RIJC_225,PR,35,2012-02-06,2012-03-12,0
RIJC_226,PR,34,2012-02-06,2012-03-11,0
RIJC_229,PR,37,2012-02-06,2012-03-14,0
RIJC_230,PR,38,2012-02-06,2012-03-15,0
RIJC_231,PR,34,2012-02-06,2012-03-11,0
RIJC_232,PR,44,2012-02-06,2012-03-21,0
RIJC_233,PR,34,2012-02-06,2012-03-11,0
RIJC_234,PR,36,2012-02-06,2012-03-13,0
RIJC_235,PR,42,2012-02-06,2012-03-19,0
RIJC_236,PR,36,2012-02-06,2012-03-13,0
RIJC_237,PR,36,2012-02-06,2012-03-13,0
RIJC_238,PR,37,2012-02-06,2012-03-14,0
RIJC_242,PR,39,2012-02-06,2012-03-16,0
RIJC_243,PR,37,2012-02-06,2012-03-14,0
RIJC_244,PR,31,2012-02-06,2012-03-08,0
RIJC_245,PR,31,2012-02-06,2012-03-08,0
RIJC_247,PR,36,2012-02-06,2012-03-13,0
RIJC_248,PR,31,2012-02-06,2012-03-08,0
RIJC_249,PR,39,2012-02-06,2012-03-16,0
RIJC_250,PR,31,2012-02-06,2012-03-08,0
RIJC_251,PR,33,2012-02-06,2012-03-10,0
RIJC_252,PR,35,2012-02-06,2012-03-12,0
RIJC_253,PR,35,2012-02-06,2012-03-12,0
RIJC_254,PR,32,2012-02-06,2012-03-09,0
RIJC_255,PR,34,2012-02-06,2012-03-11,0
RIJC_256,PR,38,2012-02-06,2012-03-15,0
RIJC_257,PR,29,2012-02-06,2012-03-06,0
RIJC_259,PR,38,2012-02-06,2012-03-15,0
RIJC_261,PR,38,2012-02-06,2012-03-15,0
RIJC_262,PR,44,2012-02-06,2012-03-21,0
RIJC_301,PR,38,2012-02-06,2012-03-15,0
RIJC_302,PR,38,2012-02-06,2012-03-15,0
RIJC_303,PR,38,2012-02-06,2012-03-15,0
RIJC_306,PR,36,2012-02-06,2012-03-13,0
RIJC_309,PR,44,2012-02-06,2012-03-21,0
RIJC_310,PR,31,2012-02-06,2012-03-08,0
RIJC_311,PR,32,2012-02-06,2012-03-09,0
RIJC_313,PR,37,2012-02-06,2012-03-14,0
RIJC_314,PR,35,2012-02-06,2012-03-12,0
RIJC_316,PR,35,2012-02-06,2012-03-12,0
RIJC_317,PR,40,2012-02-06,2012-03-17,0
RIJC_318,PR,39,2012-02-06,2012-03-16,0
RIJC_320,PR,39,2012-02-06,2012-03-16,0
RIJC_322,PR,32,2012-02-06,2012-03-09,0
RIJC_325,PR,42,2012-02-06,2012-03-19,0
RIJC_326,PR,37,2012-02-06,2012-03-14,0
RIJC_327,PR,31,2012-02-06,2012-03-08,0
RIJC_328,PR,40,2012-02-06,2012-03-17,0
RIJC_330,PR,35,2012-02-06,2012-03-12,0
RIJC_332,PR,35,2012-02-06,2012-03-12,0
RIJC_334,PR,42,2012-02-06,2012-03-19,0
RIJC_335,PR,32,2012-02-06,2012-03-09,0
RIJC_337,PR,38,2012-02-06,2012-03-15,0
RIJC_339,PR,45,2012-02-06,2012-03-22,0
RIJC_340,PR,36,2012-02-06,2012-03-13,0
RIJC_341,PR,37,2012-02-06,2012-03-14,0
RIJC_342,PR,38,2012-02-06,2012-03-15,0
RIJC_343,PR,39,2012-02-06,2012-03-16,0
RIJC_344,PR,39,2012-02-06,2012-03-16,0
RIJC_346,PR,36,2012-02-06,2012-03-13,0
RIJC_350,PR,39,2012-02-06,2012-03-16,0
RIJC_352,PR,38,2012-02-06,2012-03-15,0
RIJC_353,PR,35,2012-02-06,2012-03-12,0
RIJC_354,PR,33,2012-02-06,2012-03-10,0
RIJC_355,PR,37,2012-02-06,2012-03-14,0
RIJC_356,PR,37,2012-02-06,2012-03-14,0
RIJC_357,PR,41,2012-02-06,2012-03-18,0
RIJC_358,PR,43,2012-02-06,2012-03-20,0
RIJC_360,PR,38,2012-02-06,2012-03-15,0
RIJC_361,PR,39,2012-02-06,2012-03-16,0
RIJC_362,PR,38,2012-02-06,2012-03-15,0
RIJC_363,PR,31,2012-02-06,2012-03-08,0
RIJC_364,PR,31,2012-02-06,2012-03-08,0
RIJC_366,PR,33,2012-02-06,2012-03-10,0
RIJC_367,PR,34,2012-02-06,2012-03-11,0
RIJC_368,PR,32,2012-02-06,2012-03-09,0
RIJC_369,PR,35,2012-02-06,2012-03-12,0
RIJC_370,PR,41,2012-02-06,2012-03-18,0
RIJC_371,PR,41,2012-02-06,2012-03-18,0
RIJC_372,PR,35,2012-02-06,2012-03-12,0
RIJC_373,PR,39,2012-02-06,2012-03-16,0
RIJC_374,PR,37,2012-02-06,2012-03-14,0
